state,lat,p,c,borough,city,country_code,country,postcode,col,display_name,lng,suburb,d,city_district
,49.34721,0.0,F1,,,cz,Česko,345 32,black,"55, Horní Folmava, Dolní Folmava, Česká Kubice, okres Domažlice, Plzeňský kraj, 345 32, Česko",12.85107,,,
,49.13892,0.0,Orlen ,,,cz,Česko,340 04,black,"Stop Cafe, Královácká, Železná Ruda, okres Klatovy, Plzeňský kraj, 340 04, Česko",13.22812,Železná Ruda,,
,49.19039,0.0,MOL,,Brno,cz,Česko,618 00,black,"3419/7, Olomoucká, Černovice, Brno, okres Brno-město, Jihomoravský kraj, 618 00, Česko",16.63226,Černovice,,
Praha,50.0793,0.0,MOL,,Hlavní město Praha,cz,Česko,161 00,black,"MOL, Praha 6 - Drnovská, Drnovská, Ruzyně, Praha, obvod Praha 6, Hlavní město Praha, Praha, 161 00, Česko",14.30945,Ruzyně,,obvod Praha 6
Severozápad,50.99054,0.0,Nord Papoil ,,,cz,Česko,407 80,black,"2675, Vilémov u Šluknova, Dolina, Vilémov, okres Děčín, Ústecký kraj, Severozápad, 407 80, Česko",14.32321,Vilémov u Šluknova,,
Praha,50.09297,0.0,PRIM,,Hlavní město Praha,cz,Česko,194 00,black,"Nord, Českobrodská, Hloubětín, Praha, obvod Praha 9, Hlavní město Praha, Praha, 194 00, Česko",14.52729,Hloubětín,,obvod Praha 9
Bratislavský kraj,48.42917,0.0,SHELL,,,sk,Slovensko,901 01,black,"Pezinská, Malacky, okres Malacky, Bratislavský kraj, 901 01, Slovensko",17.03636,,,
Střední Čechy,50.07177,0.0,TRILOBIT,,,cz,Česko,281 71,black,"12, Tuklaty, okres Kolín, Střední Čechy, 281 71, Česko",14.7732,Tuklaty,,
Střední Morava,49.2259,37.2,RoBiN OIL,,Zlín,cz,Česko,760 01,#009900,"Robin Oil, Broučkova, Bartošova čtvrť, Zlín, okres Zlín, Zlínský kraj, Střední Morava, 760 01, Česko",17.69275,Zlín,před 5 dny,
Severovýchod,50.6931,0.0,KM-PRONA,,,cz,Česko,542 21,black,"KM-Prona, Pec pod Sněžkou, 296, Velká Úpa II, Velká Úpa, Pec pod Sněžkou, okres Trutnov, Královéhradecký kraj, Severovýchod, 542 21, Česko",15.74694,Velká Úpa II,,
Střední Čechy,49.85244,0.0,MOL,,,cz,Česko,267 53,black,"D5, Záluží u Hořovic, Záluží, okres Beroun, Střední Čechy, 267 53, Česko",13.8674,Záluží u Hořovic,,
Střední Čechy,50.13137,0.0,Shell,,,cz,Česko,290 01,black,"Shell, 4, Poděbradská, Písková Lhota u Poděbrad, Písková Lhota, okres Nymburk, Střední Čechy, 290 01, Česko",15.08197,Písková Lhota u Poděbrad,,
,48.81371,0.0,MOL,,,cz,Česko,671 67,black,"MOL, Cukrovarská, Hrušovany nad Jevišovkou, okres Znojmo, Jihomoravský kraj, 671 67, Česko",16.39615,Hrušovany nad Jevišovkou,,
Severozápad,50.61132,0.0,PASOIL,,,cz,Česko,419 01,black,"PASOIL, Osecká, Duchcov, okres Teplice, Ústecký kraj, Severozápad, 419 01, Česko",13.73811,Duchcov,,
Severovýchod,50.42671,0.0,Orlen,,,cz,Česko,544 01,black,"ORLEN, 3160, 17. listopadu, Dvůr Králové nad Labem, okres Trutnov, Královéhradecký kraj, Severovýchod, 544 01, Česko",15.81569,Dvůr Králové nad Labem,,
Trenčiansky kraj,48.9136,0.0,Slovnaft,,,sk,Slovensko,911 01,black,"Zamarovce, D1, Zamarovce, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 911 01, Slovensko",18.05507,,,
,43.10548,0.0,INA,,,hr,Hrvatska,21330,black,"INA Gradac, 5, Magistrala, Gradac, Općina Gradac, Splitsko-dalmatinska županija, 21330, Hrvatska",17.34819,,,Gradac
Severovýchod,50.32803,33.9,TANK ONO,,,cz,Česko,503 14,#009900,"ONO - Milovice u Hořic, 35, Milovice u Hořic, okres Jičín, Královéhradecký kraj, Severovýchod, 503 14, Česko",15.63625,Milovice u Hořic,Dnes,
Jihovýchod,48.94411,0.0,ČSAD,,,cz,Česko,698 01,black,"1689, třída Masarykova, Veselí-Předměstí, Zarazice, Veselí nad Moravou, okres Hodonín, Jihomoravský kraj, Jihovýchod, 698 01, Česko",17.37101,Veselí-Předměstí,,
Severozápad,50.08608,38.9, Schnell,,,cz,Česko,350 02,#009900,"139/56, Pražská, Hradiště u Chebu, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 350 02, Česko",12.4033,Hradiště u Chebu,Dnes,
Žilinský kraj,49.10053,0.0,SLOVNAFT,,,sk,Slovensko,038 61,black,"Slovnaft, Francúzskych partizánov, Priekopa, Martin, okres Martin, Žilinský kraj, Stredné Slovensko, 038 61, Slovensko",18.92035,Priekopa,,
,49.30785,0.0,Auto Kápl,,,cz,Česko,398 21,black,"Auto Kápl, 139, Nepodřice, Malé Nepodřice, Dobev, okres Písek, 398 21, Česko",14.09714,Nepodřice,,
Střední Čechy,50.10798,0.0,PRIM,,,cz,Česko,269 01,black,"2552, Dukelských hrdinů, Rakovník II, Rakovník, okres Rakovník, Střední Čechy, 269 01, Česko",13.71415,Rakovník II,,
Bratislavský kraj,48.11777,0.0,Lukoil,,Bratislava,sk,Slovensko,851 01,black,"Panónska cesta, Dvory I, Dvory, Bratislava, okres Bratislava V, Bratislava, Bratislavský kraj, 851 01, Slovensko",17.09751,Bratislava,,okres Bratislava V
Niederösterreich,47.94914,0.0,OSTATNI,,,at,Österreich,3341,black,"2, Kilian-Heumader Straße, Katastralgemeinde Ybbsitz, Ybbsitz, Bezirk Amstetten, Niederösterreich, 3341, Österreich",14.89618,Katastralgemeinde Ybbsitz,,
Moravskoslezsko,49.84457,0.0,TOMEGAS,,Ostrava,cz,Česko,710 00,black,"AMI Trade, Holečkova, Slezská Ostrava, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 710 00, Česko",18.30852,Slezská Ostrava,,
Severozápad,50.50028,36.5,RoBiN OIL,,,cz,Česko,434 01,#009900,"RoBiN OIL Most, Žatecká, Most II, Most, okres Most, Ústecký kraj, Severozápad, 434 01, Česko",13.63008,Most II,Včera,
,49.73661,33.9,TANK ONO,,Plzeň,cz,Česko,318 00,#009900,"ONO - Plzeň, Domažlická, Domažlická, Zátiší, Skvrňany, Plzeň 3, Plzeň, okres Plzeň-město, Plzeňský kraj, 318 00, Česko",13.33088,Skvrňany,Dnes,Plzeň 3
,49.40959,0.0,KM-PRONA,,,cz,Česko,390 02,black,"3192, Chýnovská, Na kopečku, Tábor, okres Tábor, 390 02, Česko",14.68636,Tábor,,
Severovýchod,50.4325,36.9,EuroOil,,,cz,Česko,506 01,#009900,"569, Raisova, Pražské Předměstí, Jičín, okres Jičín, Královéhradecký kraj, Severovýchod, 506 01, Česko",15.34268,Pražské Předměstí,Dnes,
Severozápad,50.72857,0.0,F1 Gas,,,cz,Česko,415 01,black,"293, Cínovec, Dubí, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.76956,,,
Oberösterreich,48.73657,0.0,BP,,,at,Österreich,4164,black,"Dreisesselbergstraße, Schwarzenberg am Böhmerwald, Bezirk Rohrbach, Oberösterreich, 4164, Österreich",13.81902,,,
Trnavský kraj,48.84148,0.0,Slovnaft,,,sk,Slovensko,909 01,black,"Mallého, Skalica, okres Skalica, Trnavský kraj, Západné Slovensko, 909 01, Slovensko",17.21794,,,
Trenčiansky kraj,49.10297,0.0,SHELL,,,sk,Slovensko,017 01,black,"Shell, 1728, Považská Bystrica, okres Považská Bystrica, Trenčiansky kraj, Západné Slovensko, 017 01, Slovensko",18.43837,,,
Tirol,47.48397,0.0,DISK,,,at,Österreich,6391,black,"5, Drahtzug, Neumoos, Fieberbrunn, Bezirk Kitzbühel, Tirol, 6391, Österreich",12.53503,,,
Střední Čechy,50.13392,36.2,ROBIN OIL,,,cz,Česko,290 33,#009900,"Bílkova, Kluk, Poděbrady, okres Nymburk, Střední Čechy, 290 33, Česko",15.10419,Kluk,před 5 dny,
Jihozápad,48.90701,0.0,PAP OIL,,,cz,Česko,382 03,black,"MOL Křemže, Spojovací, Křemže, Chlum, Křemže, okres Český Krumlov, Jihočeský kraj, Jihozápad, 382 03, Česko",14.30552,Křemže,,
,49.35716,33.9,TANK ONO,,,cz,Česko,398 48,#009900,"Tank Ono - ČS Podolí u Písku, 29, Podolí I, okres Písek, 398 48, Česko",14.2902,Podolí I,Dnes,
Severovýchod,50.66814,0.0,KM-PRONA,,,cz,Česko,463 42,black,"Z-Box, Rychnovská, Hodkovice nad Mohelkou, okres Liberec, Liberecký kraj, Severovýchod, 463 42, Česko",15.09535,Hodkovice nad Mohelkou,,
Severozápad,50.35179,0.0,TANK ONO,,,cz,Česko,439 42,black,"Tank Ono, 7, Březno u Postoloprt, Postoloprty, okres Louny, Ústecký kraj, Severozápad, 439 42, Česko",13.72802,,,
Severovýchod,50.21881,0.0,ARZE s.r.o.,,Hradec Králové,cz,Česko,500 09,black,"Arze, Bratří Štefanů, Nad jezem, Slezské Předměstí, Hradec Králové, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 500 09, Česko",15.89146,Slezské Předměstí,,
Střední Čechy,50.15868,33.9,TANK ONO,,,cz,Česko,289 04,#009900,"72, Kolaje, okres Nymburk, Střední Čechy, 289 04, Česko",15.23441,,Dnes,
,49.34128,0.0,RoBiN OIL,,,cz,Česko,345 32,black,"65, Horní Folmava, Dolní Folmava, Česká Kubice, okres Domažlice, Plzeňský kraj, 345 32, Česko",12.85147,,,
Severozápad,50.64592,0.0,Shell,,,cz,Česko,417 31,black,"Shell, U hřiště, Teplice, okres Teplice, Ústecký kraj, Severozápad, 417 31, Česko",13.82154,Teplice,,
Jihovýchod,49.72671,0.0,MP SPOL,,,cz,Česko,583 01,black,"1690, Riegrova, Chotěboř, okres Havlíčkův Brod, Kraj Vysočina, Jihovýchod, 583 01, Česko",15.67158,Chotěboř,,
Střední Čechy,49.60651,0.0,MOL,,,cz,Česko,262 42,black,"118, Rožmitál pod Třemšínem, okres Příbram, Střední Čechy, 262 42, Česko",13.87389,Rožmitál pod Třemšínem,,
Severovýchod,50.51384,0.0,HDB,,,cz,Česko,542 32,black,"HDB, 14, Úpice, okres Trutnov, Královéhradecký kraj, Severovýchod, 542 32, Česko",16.01579,Úpice,,
,49.18772,0.0,KM-PRONA,,,cz,Česko,378 21,black,"692, Míru, Kardašova Řečice, okres Jindřichův Hradec, 378 21, Česko",14.84547,Kardašova Řečice,,
Severozápad,50.16686,33.9,TANK ONO,,,cz,Česko,356 01,#009900,"Stará Ovčárna, Vítkov u Sokolova, Vítkov, Sokolov, okres Sokolov, Karlovarský kraj, Severozápad, 356 01, Česko",12.66458,Vítkov u Sokolova,Dnes,
Střední Čechy,49.79489,36.9,MARTIN OIL,,,cz,Česko,262 03,#009900,"Martin Oil Mokrovraty, 202, 114, Mokrovraty, Pouště, Mokrovraty, okres Příbram, Střední Čechy, 262 03, Česko",14.2533,Mokrovraty,Předevčírem,
Košický kraj,48.69811,0.0,OMV,,Košice,sk,Slovensko,040 11,black,"Moldavská cesta, Terasa, Košice - mestská časť Západ, okres Košice II, Košice, Košický kraj, Východné Slovensko, 040 11, Slovensko",21.23773,Košice - mestská časť Západ,,okres Košice II
Moravskoslezsko,49.64707,0.0,PAP OIL,,,cz,Česko,742 58,black,"76, Ostravská, U vodojemu, Příbor, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, 742 58, Česko",18.14386,Příbor,,
Střední Čechy,49.84061,0.0,MOL,,,cz,Česko,257 24,black,"D1, Bělčice, Bělčice u Ostředka, Ostředek, okres Benešov, Střední Čechy, 257 24, Česko",14.81327,Bělčice u Ostředka,,
,48.92913,33.9,AVIA,,,cz,Česko,671 72,#999900,"Avia Miroslav, 1268, Nádraží, Miroslav, okres Znojmo, Jihomoravský kraj, 671 72, Česko",16.35315,Miroslav,před 8 dny,
Košický kraj,48.72016,0.0,Slovnaft,,Košice,sk,Slovensko,040 22,black,"Palackého, Stredné Mesto, Košice - mestská časť Staré Mesto, okres Košice I, Košice, Košický kraj, Východné Slovensko, 040 22, Slovensko",21.27306,Stredné Mesto,,okres Košice I
,49.67884,0.0,MOL,,,cz,Česko,348 06,black,"D5, Kateřinské Chalupy, Svatá Kateřina u Rozvadova, Svatá Kateřina, Rozvadov, okres Tachov, Plzeňský kraj, 348 06, Česko",12.60339,Svatá Kateřina u Rozvadova,,
Moravskoslezsko,49.93382,0.0,EUROBIT,,,cz,Česko,747 31,black,"Eurobit, Velké Hoštice, Opavská, Velké Hoštice, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 747 31, Česko",17.99019,Velké Hoštice,,
Severozápad,50.62699,0.0,MOL,,,cz,Česko,415 01,black,"MOL, Teplice, 13, Teplice, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.82776,Teplice,,
,49.74403,0.0,MOL,,,cz,Česko,337 01,black,"975, Arbesova, Plzeňské Předměstí, Rokycany, okres Rokycany, Plzeňský kraj, 337 01, Česko",13.58132,Plzeňské Předměstí,,
,49.14928,0.0,F1 Gas ,,,cz,Česko,340 04,black,"Free1 GAS Železná Ruda, Pamferova Huť, Pamferova Hut, Železná Ruda, okres Klatovy, Plzeňský kraj, 340 04, Česko",13.25622,Železná Ruda,,
Jihozápad,49.39216,0.0,Shell,,,cz,Česko,339 01,black,"Shell, Domažlická, Klatovy III, Klatovy, Beňovy, Klatovy, okres Klatovy, Plzeňský kraj, Jihozápad, 339 01, Česko",13.2766,Klatovy III,,
,49.21574,0.0,D-1 Autopark,,,cz,Česko,604 81,black,"Autopark D-1, Veveří, Ostrovačice, okres Brno-venkov, Jihomoravský kraj, 604 81, Česko",16.40908,Ostrovačice,,
,49.62944,33.9,TANK ONO,,,cz,Česko,334 42,#009900,"Tank ONO s.r.o., 459, Komenského, Chlumčany u Přeštic, Chlumčany, okres Plzeň-jih, Plzeňský kraj, 334 42, Česko",13.33034,Chlumčany u Přeštic,Dnes,
Salzburg,47.59152,0.0,ENI,,,at,Österreich,5440,black,"Lammer-Radweg, Torren, Golling an der Salzach, Bezirk Hallein, Salzburg, 5440, Österreich",13.17612,,,
Jihovýchod,49.54037,0.0,"ICOM Transport, a.s.",,,cz,Česko,396 01,black,"ICOM transport, Okružní, Humpolec, okres Pelhřimov, Kraj Vysočina, Jihovýchod, 396 01, Česko",15.34512,Humpolec,,
Žilinský kraj,49.42882,0.0,OMV,,,sk,Slovensko,022 01,black,"79, Horelica, Čadca, okres Čadca, Žilinský kraj, Stredné Slovensko, 022 01, Slovensko",18.80583,Horelica,,
województwo dolnośląskie,50.43159,0.0,Orlen,,,pl,Polska,57-350,black,"Orlen, 133, Słone, Kudowa-Zdrój, powiat kłodzki, województwo dolnośląskie, 57-350, Polska",16.19817,Słone,,
,49.27767,0.0,MOL,,,cz,Česko,664 31,black,"MOL, 43, Česká, okres Brno-venkov, Jihomoravský kraj, 664 31, Česko",16.57051,Česká,,
Moravskoslezsko,49.8076,0.0,Mol,,Ostrava,cz,Česko,703 00,black,"MOL, Ostrava - Ruská, Ruská, Zábřeh-VŽ, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 703 00, Česko",18.25003,Zábřeh-VŽ,,
Střední Čechy,49.97034,0.0,AVIA,,,cz,Česko,252 42,black,"Avia Jesenice, Pražská, Osnice, Kocanda, Jesenice, okres Praha-západ, Střední Čechy, 252 42, Česko",14.53835,Osnice,,
Severovýchod,50.69983,0.0,MOL,,,cz,Česko,512 43,black,"Auto Belda s.r.o., 800, Jablonec nad Jizerou, okres Semily, Liberecký kraj, Severovýchod, 512 43, Česko",15.43465,,,
Praha,50.08328,37.9,MOL,,Hlavní město Praha,cz,Česko,130 20,#999900,"MOL, Praha 3 - Žižkov U Nákladového nádraží, U Nákladového nádraží, Žižkov, Praha, obvod Praha 3, Hlavní město Praha, Praha, 130 20, Česko",14.47806,Žižkov,před 9 dny,obvod Praha 3
Praha,50.01968,0.0,F1,,Hlavní město Praha,cz,Česko,154 00,black,"One1, K Barrandovu, Slivenec, Praha, obvod Praha 5, Hlavní město Praha, Praha, 154 00, Česko",14.34782,Slivenec,,obvod Praha 5
Střední Čechy,49.92585,0.0,KM-PRONA,,,cz,Česko,285 71,black,"Chrudimská, Dolní Bučice, Vrdy, okres Kutná Hora, Střední Čechy, 285 71, Česko",15.45886,Dolní Bučice,,
,49.0559,0.0,Adosa,,,cz,Česko,664 55,black,"352, Moutnice, okres Brno-venkov, Jihomoravský kraj, 664 55, Česko",16.73489,,,
Střední Morava,49.08027,0.0,Trako,,,cz,Česko,763 21,black,"160, Hrádecká, Hrádek na Vlárské dráze, Slavičín, okres Zlín, Zlínský kraj, Střední Morava, 763 21, Česko",17.88677,,,
,65.10769,0.0,A+S,,,is,Ísland,370,black,"Fjósar, Búðardalur, Dalabyggð, Vesturland, 370, Ísland",-21.76353,,,
Severovýchod,50.74028,0.0,EURO CAR Vik,,,cz,Česko,468 71,black,"692, Lučany nad Nisou, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 468 71, Česko",15.2249,,,
Moravskoslezsko,49.60358,0.0,LXM,,,cz,Česko,742 42,black,"48, Šenov u Nového Jičína, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, 742 42, Česko",18.00684,Šenov u Nového Jičína,,
Severozápad,50.62961,0.0,Benzina,,,cz,Česko,435 45,black,"233, Mníšek v Krušných horách, Nová Ves v Horách, okres Most, Ústecký kraj, Severozápad, 435 45, Česko",13.49886,,,
,49.05839,0.0,RoBiN OIL,,,cz,Česko,385 01,black,"EuroOil Vimperk, 134/2, Sklářská, Vimperk III, Vimperk, Boubská, Vimperk, okres Prachatice, 385 01, Česko",13.78481,Vimperk III,,
Jihovýchod,49.2969,0.0,BÍTEŠSKÁ DOPRAVNÍ SPOLEČNOST,,,cz,Česko,595 01,black,"608, Vlkovská, Janovice, Velká Bíteš, okres Žďár nad Sázavou, Kraj Vysočina, Jihovýchod, 595 01, Česko",16.21869,Janovice,,
Střední Čechy,50.17281,0.0,Eurobit,,,cz,Česko,250 65,black,"Eurobit, Bořanovice, 243, Pakoměřice, Bořanovice, okres Praha-východ, Střední Čechy, 250 65, Česko",14.48415,Bořanovice,,
Jihovýchod,48.85763,36.9,ČSAD Hodonín ,,,cz,Česko,695 01,#009900,"4112/76, Měšťanská, Hodonín, okres Hodonín, Jihomoravský kraj, Jihovýchod, 695 01, Česko",17.13583,Hodonín,před 3 dny,
Střední Čechy,50.14124,0.0,OLYMP-OIL,,,cz,Česko,272 04,black,"Olymp oil, Smečenská, Rozdělov, Kladno, okres Kladno, Střední Čechy, 272 04, Česko",14.06343,Rozdělov,,
Severozápad,50.45006,33.9,TANK ONO,,,cz,Česko,435 01,#009900,"27, Havraň, okres Most, Ústecký kraj, Severozápad, 435 01, Česko",13.59789,Havraň,Dnes,
Severozápad,50.13665,0.0,Medos,,,cz,Česko,364 52,black,"Medos Agro, 60, Verušičky, okres Karlovy Vary, Karlovarský kraj, Severozápad, 364 52, Česko",13.18509,,,
Severovýchod,49.94348,36.5,EuroOil,,,cz,Česko,566 01,#009900,"EuroOil Vysoké Mýto, 892, Husova, Litomyšlské Předměstí, Vysoké Mýto, okres Ústí nad Orlicí, Pardubický kraj, Severovýchod, 566 01, Česko",16.16431,Litomyšlské Předměstí,před 5 dny,
Jihozápad,48.64682,33.9,TANK ONO,,,cz,Česko,382 72,#009900,"Tank Ono Dolní Dvořiště 1, 3, Dolní Dvořiště, okres Český Krumlov, Jihočeský kraj, Jihozápad, 382 72, Česko",14.45265,Dolní Dvořiště,Dnes,
Severozápad,50.27818,0.0,EuroOil,,,cz,Česko,363 01,black,"119, Hájek, okres Karlovy Vary, Karlovarský kraj, Severozápad, 363 01, Česko",12.92838,,,
Střední Čechy,50.14994,35.9,RoBiN OIL,,,cz,Česko,272 03,#009900,"RoBiN OIL, Libušina, Dubí u Kladna, Kladno, okres Kladno, Střední Čechy, 272 03, Česko",14.13299,Dubí u Kladna,Včera,
województwo śląskie,49.83436,0.0,Auchan,,Bielsko-Biała,pl,Polska,43-391,black,"Malowany Dworek, Stare Bielsko, Bielsko-Biała, województwo śląskie, 43-391, Polska",18.98509,Stare Bielsko,,
Severozápad,50.04688,0.0,MOL,,,cz,Česko,350 02,black,"287, Svatý Kříž, Háje u Chebu, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 350 02, Česko",12.35034,Háje u Chebu,,
Severozápad,50.04104,0.0,F1,,,cz,Česko,335 02,black,"214, Háje u Chebu, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 335 02, Česko",12.34087,Háje u Chebu,,
Střední Čechy,50.03875,36.0,Šafránka Rudná,,,cz,Česko,252 19,#009900,"1008/6, Masarykova, Dušníky, Dušníky u Rudné, Rudná, okres Praha-západ, Střední Čechy, 252 19, Česko",14.24342,Dušníky,Dnes,
Košický kraj,48.73395,0.0,OMV,,Košice,sk,Slovensko,040 22,black,"Prešovská cesta, Furča, Košice - mestská časť Dargovských hrdinov, okres Košice III, Košice, Košický kraj, Východné Slovensko, 040 22, Slovensko",21.27586,Košice - mestská časť Dargovských hrdinov,,okres Košice III
Severovýchod,50.69279,0.0,Shell,,,cz,Česko,470 06,black,"Shell, 9, Česká Lípa, okres Česká Lípa, Liberecký kraj, Severovýchod, 470 06, Česko",14.54193,Česká Lípa,,
Trenčiansky kraj,48.78033,0.0,slovnaft,,,sk,Slovensko,971 01,black,"Slovnaft, 811/18, Rad L. N. Tolstého, Staré mesto, Prievidza, okres Prievidza, Trenčiansky kraj, Západné Slovensko, 971 01, Slovensko",18.62103,Staré mesto,,
Moravskoslezsko,49.58561,0.0,AVANZ ,,,cz,Česko,739 11,black,"AVANZ GROUP, Hlavní, Frýdlant, Frýdlant nad Ostravicí, okres Frýdek-Místek, Moravskoslezský kraj, Moravskoslezsko, 739 11, Česko",18.3592,Frýdlant,,
Střední Morava,49.32103,37.9,EUROOIL,,,cz,Česko,752 01,#009900,"Křenovice, D1, km 249.2 (L), D1, Křenovice u Kojetína, Křenovice, okres Přerov, Olomoucký kraj, Střední Morava, 752 01, Česko",17.26193,Křenovice u Kojetína,před 5 dny,
Střední Čechy,49.85508,0.0,MOL,,,cz,Česko,267 61,black,"Záluží, D5, Záluží u Hořovic, Záluží, okres Beroun, Střední Čechy, 267 61, Česko",13.87194,Záluží u Hořovic,,
Moravskoslezsko,49.64738,0.0,Orlen,,,cz,Česko,742 53,black,"Orlen, 57, Kunín, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, 742 53, Česko",17.98922,Kunín,,
Severozápad,50.63452,0.0,PETROL,,,cz,Česko,415 01,black,"Zenex, Pražská, Teplice, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.8465,Teplice,,
Jihozápad,49.4414,0.0,Benzina,,,cz,Česko,399 01,black,"Benzina, Čs. legií, Hajda, Milevsko, okres Písek, Jihočeský kraj, Jihozápad, 399 01, Česko",14.35861,Milevsko,,
Jihovýchod,49.00723,36.9,EuroOil,,,cz,Česko,697 01,#009900,"135/1, Tyršova, Kyjov, okres Hodonín, Jihomoravský kraj, Jihovýchod, 697 01, Česko",17.13098,Kyjov,Včera,
Jihovýchod,49.23273,0.0,EuroOil,,Brno,cz,Česko,638 00,black,"EuroOil Brno - Lesná, Okružní, Okružní, Lesná, Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, 638 00, Česko",16.62135,Lesná,,
Severozápad,50.31223,0.0,MOL,,,cz,Česko,358 01,black,"MOL, Kraslice, Čs. armády, Kraslice, okres Sokolov, Karlovarský kraj, Severozápad, 358 01, Česko",12.52134,Kraslice,,
Prešovský kraj,49.03051,0.0,Slovnaft,,,sk,Slovensko,054 01,black,"2970, Levoča, okres Levoča, Prešovský kraj, Východné Slovensko, 054 01, Slovensko",20.60643,,,
,49.64889,0.0,F1,,,cz,Česko,348 07,black,"Hraniční přechod Rozvadov – Waidhaus, D5, bývalá Střeble, Střeble, Rozvadov, okres Tachov, Plzeňský kraj, 348 07, Česko",12.53324,Střeble,,
Severozápad,51.00073,0.0,F1,,,cz,Česko,407 53,black,"Free1 GAS Jiříkov, 9. května, EWM, Jiříkov, okres Děčín, Ústecký kraj, Severozápad, 407 53, Česko",14.57465,Jiříkov,,
województwo dolnośląskie,50.43368,0.0,Circle K,,,pl,Polska,57-351,black,"8, Słone, Kudowa-Zdrój, powiat kłodzki, województwo dolnośląskie, 57-351, Polska",16.20628,Słone,,
Střední Morava,49.16056,0.0,Benzina,,,cz,Česko,763 61,black,"Benzina, 1532, Nádražní, Napajedla, okres Zlín, Zlínský kraj, Střední Morava, 763 61, Česko",17.50542,Napajedla,,
Severovýchod,50.53055,0.0,KM-PRONA,,,cz,Česko,543 75,black,"Nádražní, Chotěvice - Amerika, Chotěvice, okres Trutnov, Královéhradecký kraj, Severovýchod, 543 75, Česko",15.74376,Chotěvice,,
Praha,50.03096,0.0,KONT.cz,,Hlavní město Praha,cz,Česko,149 00,black,"dp712, Otíkova lávka, Jižní Město, Háje, Praha, obvod Praha 4, Hlavní město Praha, Praha, 149 00, Česko",14.52865,Háje,,obvod Praha 4
Jihozápad,48.8224,0.0,GASPED,,,cz,Česko,381 01,black,"301, Přísečná-Domoradice, Český Krumlov, okres Český Krumlov, Jihočeský kraj, Jihozápad, 381 01, Česko",14.33561,,,
Severovýchod,50.78419,33.9,TANK ONO,,,cz,Česko,471 54,#009900,"Martinovo údolí, Cvikov II, Cvikov, okres Česká Lípa, Liberecký kraj, Severovýchod, 471 54, Česko",14.61647,Cvikov II,Dnes,
,49.6294,0.0,TANK ONO,,,cz,Česko,334 42,black,"459, Komenského, Chlumčany u Přeštic, Chlumčany, okres Plzeň-jih, Plzeňský kraj, 334 42, Česko",13.33038,Chlumčany u Přeštic,,
,49.14906,0.0,Eurobit,,,cz,Česko,684 01,black,"302, Hodějice, okres Vyškov, Jihomoravský kraj, 684 01, Česko",16.91611,,,
,49.01039,0.0,MOL,,,cz,Česko,691 64,black,"D2, Velké Němčice, okres Břeclav, Jihomoravský kraj, 691 64, Česko",16.68784,Velké Němčice,,
Střední Čechy,50.51692,0.0,KM-PRONA,,,cz,Česko,295 01,black,"KM-Prona, Mnichovo Hradiště, 268, Mnichovo Hradiště, okres Mladá Boleslav, Střední Čechy, 295 01, Česko",14.98652,Mnichovo Hradiště,,
Severovýchod,50.76023,36.5,KM-PRONA,,Liberec,cz,Česko,463 11,#999999,"1140, Kunratická, Aloisina výšina, Starý Harcov, Liberec, okres Liberec, Liberecký kraj, Severovýchod, 463 11, Česko",15.09055,Starý Harcov,před 10 dny,
Střední Čechy,50.00038,39.9,AVIA,,,cz,Česko,267 05,#009900,"108, Křivoklátská, Nižbor, okres Beroun, Střední Čechy, 267 05, Česko",14.00282,Nižbor,Dnes,
Severozápad,50.31971,33.9,Tank ONO,,,cz,Česko,363 01,#009900,"13, Dolní Žďár, Dolní Žďár u Ostrova, Ostrov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 363 01, Česko",12.94677,Dolní Žďár,před 3 dny,
Severozápad,50.69435,33.9,TANK ONO,,,cz,Česko,403 39,#009900,"ev.228, Ústecká, Chlumec u Chabařovic, Chlumec, okres Ústí nad Labem, Ústecký kraj, Severozápad, 403 39, Česko",13.94052,Chlumec u Chabařovic,Dnes,
województwo dolnośląskie,50.85787,0.0,Muller,,,pl,Polska,58-573,black,"2d, Jeleniogórska, Pakoszów, Piechowice, powiat karkonoski, województwo dolnośląskie, 58-573, Polska",15.59724,,,
