state,lat,p,c,borough,city,country_code,country,postcode,col,display_name,lng,suburb,d,city_district
Jihovýchod,48.8425,0.0,Benzina,,,cz,Česko,691 02,black,"1344, Žižkovská, Velké Bílovice, okres Břeclav, Jihomoravský kraj, Jihovýchod, 691 02, Česko",16.90302,Velké Bílovice,,
Severovýchod,50.43429,39.9,Orlen,,,cz,Česko,506 42,#009900,"Orlen, Husova, Valdické Předměstí, Jičín, okres Jičín, Královéhradecký kraj, Severovýchod, 506 42, Česko",15.36388,Valdické Předměstí,před 3 dny,
,49.29722,0.0,Benzina,,,cz,Česko,397 11,black,"29, Budějovické Předměstí, Písek, Semice, Písek, okres Písek, 397 11, Česko",14.16073,Budějovické Předměstí,,
Jihozápad,49.70317,0.0,Orlen,,,cz,Česko,349 61,black,"Orlen, D5, Pozorka u Kladrub, Kladruby, okres Tachov, Plzeňský kraj, Jihozápad, 349 61, Česko",12.98718,Pozorka u Kladrub,,
Střední Morava,49.02555,0.0,Benzina,,,cz,Česko,688 01,black,"Močidla, Uherský Brod, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 688 01, Česko",17.6604,Uherský Brod,,
Severozápad,50.18499,39.9,Orlen,,,cz,Česko,357 41,#009900,"Orlen, D6, Staré Sedlo u Sokolova, Staré Sedlo, okres Sokolov, Karlovarský kraj, Severozápad, 357 41, Česko",12.69411,Staré Sedlo u Sokolova,před 4 dny,
Jihovýchod,49.20486,0.0,Benzina,,,cz,Česko,604 81,black,"Benzina, 6021, Ostrovačice, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 604 81, Česko",16.4438,Ostrovačice,,
Střední Morava,49.07437,38.5,Benzina,,,cz,Česko,686 03,#009900,"Stop Cafe, Nádražní, Staré Město u Uherského Hradiště, Staré Město, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 686 03, Česko",17.42171,Staré Město u Uherského Hradiště,Předevčírem,
Moravskoslezsko,49.81344,39.9,Benzina,,Ostrava,cz,Česko,716 00,#009900,"Orlen, Těšínská, Radvanice, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 716 00, Česko",18.33554,Radvanice,Dnes,
Praha,50.0971,0.0,Benzina,,Hlavní město Praha,cz,Česko,190 93,black,"Stop Cafe, Novovysočanská, Vysočany, Praha, obvod Praha 9, Hlavní město Praha, Praha, 190 93, Česko",14.47958,Vysočany,,obvod Praha 9
Severovýchod,50.43381,0.0,Orlen,,,cz,Česko,506 01,black,"Benzina - Jičín, Robousy, 163, Robusy, Robousy, Jičín, okres Jičín, Královéhradecký kraj, Severovýchod, 506 01, Česko",15.40821,Robousy,,
Střední Morava,49.47912,39.5,Benzina,,,cz,Česko,756 43,#009900,"Kelč-Nové Město, Kelč, okres Vsetín, Zlínský kraj, Střední Morava, 756 43, Česko",17.81836,Kelč-Nové Město,před 5 dny,
Střední Morava,49.55684,39.9,Orlen,,,cz,Česko,753 01,#999900,"Orlen, 47, Hranice, okres Přerov, Olomoucký kraj, Střední Morava, 753 01, Česko",17.72798,Hranice,před 9 dny,
Severovýchod,50.41532,37.9,Orlen,,,cz,Česko,547 01,#009900,"603, Pražská, Náchod, okres Náchod, Královéhradecký kraj, Severovýchod, 547 01, Česko",16.16852,Náchod,Dnes,
,49.39257,0.0,Benzina,,,cz,Česko,345 06,black,"648, Na Kobyle, Kdyně, okres Domažlice, Plzeňský kraj, 345 06, Česko",13.02465,Kdyně,,
Severovýchod,50.62013,0.0,ORLEN,,,cz,Česko,543 01,black,"1457, Valteřická, Vrchlabí, okres Trutnov, Královéhradecký kraj, Severovýchod, 543 01, Česko",15.59861,Vrchlabí,,
Severozápad,50.09237,0.0,Orlen,,,cz,Česko,,black,"Obilná, D6, D6, Obilná, Odrava, okres Cheb, Karlovarský kraj, Severozápad, Česko",12.46357,,,
Severozápad,50.14933,39.9,Orlen,,,cz,Česko,364 71,#009900,"Pražská, Bochov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 364 71, Česko",13.05206,Bochov,před 6 dny,
Severovýchod,50.57292,0.0,ORLEN,,,cz,Česko,511 01,black,"Orlen Turnov, Nová Ves, Kyselovsko, Mašov u Turnova, Turnov, okres Semily, Liberecký kraj, Severovýchod, 511 01, Česko",15.17314,Mašov u Turnova,,
Jihovýchod,49.18795,0.0,ORLEN,,Brno,cz,Česko,656 70,black,"Orlen, Zvonařka, Trnitá, Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, 656 70, Česko",16.62288,Trnitá,,
Střední Čechy,49.70487,0.0,Orlen,,,cz,Česko,258 01,black,"Benzina Vlašim, Vlasákova, Vlašim, okres Benešov, Střední Čechy, 258 01, Česko",14.9009,Vlašim,,
,49.43878,0.0,Orlen ,,,cz,Česko,345 34,black,"Stop Cafe, 189, Klenčí pod Čerchovem, okres Domažlice, Plzeňský kraj, 345 34, Česko",12.82923,Klenčí pod Čerchovem,,
Střední Morava,49.22068,39.9,Benzina,,Zlín,cz,Česko,760 01,#009900,"Benzina - Zlín, Příluky, Vizovická, Příluky u Zlína, Jaroslavice, Zlín, okres Zlín, Zlínský kraj, Střední Morava, 760 01, Česko",17.7079,,před 5 dny,
Střední Čechy,50.17721,38.5,Orlen,,,cz,Česko,288 02,#009900,"BENZINA Plus, Kolínská, Nymburk, okres Nymburk, Střední Čechy, 288 02, Česko",15.04661,Nymburk,před 3 dny,
Severozápad,50.52376,0.0,Orlen ,,,cz,Česko,431 82,black,"ev.86, Hora Svatého Šebestiána, okres Chomutov, Ústecký kraj, Severozápad, 431 82, Česko",13.23708,,,
Severovýchod,50.91599,0.0,Orlen,,,cz,Česko,464 01,black,"Orlen, Liberecká, Frýdlant, Větrov, Frýdlant, okres Liberec, Liberecký kraj, Severovýchod, 464 01, Česko",15.06165,Frýdlant,,
Střední Morava,49.27776,39.5,Benzina,,,cz,Česko,767 01,#999999,"Benzina Kotojedy, 367, Kotojedy, Těšnovice, Kroměříž, okres Kroměříž, Zlínský kraj, Střední Morava, 767 01, Česko",17.40135,,před 10 dny,
Severozápad,50.10062,39.5,Orlen,,,cz,Česko,350 02,#009900,"Cheb, D6, D6;21, Cheb, Tršnice, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 350 02, Česko",12.38537,Cheb,před 6 dny,
,49.49103,0.0,Orlen,,,cz,Česko,680 11,black,"Benzina, Otakara Kubína, Židovské Město, Boskovice, okres Blansko, Jihomoravský kraj, 680 11, Česko",16.64984,Boskovice,,
,49.6434,0.0,Orlen,,,cz,Česko,333 01,black,"Benzina Stod, Plzeňská, Stod, okres Plzeň-jih, Plzeňský kraj, 333 01, Česko",13.16744,Stod,,
Střední Čechy,50.40563,0.0,Orlen,,,cz,Česko,293 03,black,"Stop Cafe, D10;16;38, Mladá Boleslav III, Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, 293 03, Česko",14.9313,Mladá Boleslav III,,
Severovýchod,49.75326,40.5,Orlen,,,cz,Česko,568 02,#009900,"Benzina, 716/1, U Tří mostů, Čtyřicet Lánů, Svitavy, okres Svitavy, Pardubický kraj, Severovýchod, 568 02, Česko",16.47694,Čtyřicet Lánů,před 5 dny,
Severozápad,50.09329,0.0,Orlen,,,cz,Česko,364 64,black,"Benzina Bečov nad Teplou, Karlovarská, Bečov nad Teplou, Vodná, Bečov nad Teplou, okres Karlovy Vary, Karlovarský kraj, Severozápad, 364 64, Česko",12.84062,Bečov nad Teplou,,
Severovýchod,50.71335,0.0,Q3,,,cz,Česko,468 45,black,"364, Velké Hamry, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 468 45, Česko",15.3161,Velké Hamry,,
Střední Čechy,50.03361,0.0,Benzina,,,cz,Česko,252 19,black,"McDonald's, 1432, Rudná, okres Praha-západ, Střední Čechy, 252 19, Česko",14.21439,,,
Severovýchod,50.20048,0.0,OMV,,Hradec Králové,cz,Česko,500 12,black,"AlzaBox, Sokolská, U Orlice, Hradec Králové, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 500 12, Česko",15.83561,Hradec Králové,,
Moravskoslezsko,49.82765,0.0,Benzina,,Ostrava,cz,Česko,706 02,black,"Stop Cafe, Místecká, Moravská Ostrava, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 706 02, Česko",18.2818,Moravská Ostrava,,
,49.34933,0.0,Benzina ,,,cz,Česko,345 32,black,"Orlen, Horní Folmava, Dolní Folmava, Česká Kubice, okres Domažlice, Plzeňský kraj, 345 32, Česko",12.85452,,,
Moravskoslezsko,49.84548,0.0,Benzina,,,cz,Česko,734 01,black,"Stop Cafe, Za Splavem, Ráj, Karviná, okres Karviná, Moravskoslezský kraj, Moravskoslezsko, 734 01, Česko",18.55451,Ráj,,
województwo dolnośląskie,50.15849,0.0,ORLEN,,,pl,Polska,57-530,black,"33, Międzylesie, gmina Międzylesie, powiat kłodzki, województwo dolnośląskie, 57-530, Polska",16.67064,,,
Severovýchod,50.77359,39.9,Orlen,,Liberec,cz,Česko,460 01,#009900,"Stop Cafe, Sokolská, Keilův vrch, Liberec, okres Liberec, Liberecký kraj, Severovýchod, 460 01, Česko",15.04623,Liberec,před 4 dny,
,49.75133,0.0,Orlen,,,cz,Česko,349 01,black,"1333, Na Vinici, Stříbro, okres Tachov, Plzeňský kraj, 349 01, Česko",12.98554,Stříbro,,
Severovýchod,50.03745,0.0,Orlen,,,cz,Česko,535 01,black,"Benzina, 1523, Pardubická, Sídliště 17. Listopadu, Přelouč, okres Pardubice, Pardubický kraj, Severovýchod, 535 01, Česko",15.56459,Přelouč,,
Severovýchod,50.59269,0.0,ORLEN,,,cz,Česko,512 01,black,"289, Slaná, Nedvězí, Slaná, okres Semily, Liberecký kraj, Severovýchod, 512 01, Česko",15.33108,Slaná,,
Severovýchod,50.12193,39.5,Orlen,,,cz,Česko,517 41,#009900,"BENZINA, 1435, Rudé armády, Kostelec nad Orlicí, okres Rychnov nad Kněžnou, Královéhradecký kraj, Severovýchod, 517 41, Česko",16.21795,Kostelec nad Orlicí,před 5 dny,
,49.35915,0.0,Benzina,,,cz,Česko,594 01,black,"1701, Františky Stránecké, Velké Meziříčí, okres Žďár nad Sázavou, Kraj Vysočina, 594 01, Česko",15.99523,Velké Meziříčí,,
Moravskoslezsko,50.1138,0.0,Orlen,,,cz,Česko,793 26,black,"Orlen, Husova, Vrbno pod Pradědem, Železná, Vrbno pod Pradědem, okres Bruntál, Moravskoslezský kraj, Moravskoslezsko, 793 26, Česko",17.39203,Vrbno pod Pradědem,,
Moravskoslezsko,50.08778,0.0,Benzina,,,cz,Česko,794 01,black,"Stop Cafe, 2243/5, Čsl. armády, Pod Bezručovým vrchem, Krnov-Horní Předměstí, Krnov, okres Bruntál, Moravskoslezský kraj, Moravskoslezsko, 794 01, Česko",17.69384,Pod Bezručovým vrchem,,
Jihovýchod,48.84237,0.0,Petrol Station,,,cz,Česko,691 02,black,"1344, Žižkovská, Velké Bílovice, okres Břeclav, Jihomoravský kraj, Jihovýchod, 691 02, Česko",16.90295,Velké Bílovice,,
,49.48199,0.0,Benzina,,,cz,Česko,335 01,black,"539, Nepomuk, okres Plzeň-jih, Plzeňský kraj, 335 01, Česko",13.58739,,,
Moravskoslezsko,49.82974,0.0,Benzina,,,cz,Česko,735 41,black,"Stop Cafe, Ostravská, Petřvald u Karviné, Petřvald, okres Karviná, Moravskoslezský kraj, Moravskoslezsko, 735 41, Česko",18.38496,Petřvald u Karviné,,
Střední Morava,49.16057,0.0,Benzina,,,cz,Česko,763 61,black,"Benzina, 1532, Nádražní, Napajedla, okres Zlín, Zlínský kraj, Střední Morava, 763 61, Česko",17.50538,Napajedla,,
,49.67844,0.0,Orlen,,,cz,Česko,321 00,black,"Šlovice, D5, km 83.2 (P), D5, Šlovice u Plzně, Šlovice, Dobřany, okres Plzeň-jih, Plzeňský kraj, 321 00, Česko",13.33072,Šlovice u Plzně,,
Praha,49.99863,0.0,Orlen,,Hlavní město Praha,cz,Česko,148 00,black,"Benzina, 1169, Kunratická spojka, Kunratice, Praha, obvod Praha 4, Hlavní město Praha, Praha, 148 00, Česko",14.48659,Kunratice,,obvod Praha 4
Severovýchod,50.00851,0.0,Orlen,,Pardubice,cz,Česko,533 33,black,"184, Dražkovice, Pardubice, okres Pardubice, Pardubický kraj, Severovýchod, 533 33, Česko",15.773,Dražkovice,,
Střední Morava,49.95388,0.0,Orlen,,,cz,Česko,787 01,black,"Benzina - Šumperk, Autocvičiště, Šumperk, okres Šumperk, Olomoucký kraj, Střední Morava, 787 01, Česko",16.96118,Šumperk,,
Střední Čechy,50.4055,0.0,Orlen,,,cz,Česko,293 03,black,"Stop Cafe, D10;16;38, Mladá Boleslav III, Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, 293 03, Česko",14.93238,Mladá Boleslav III,,
Střední Čechy,49.74483,0.0,Orlen,,,cz,Česko,257 51,black,"Orlen, 3, Bystřice u Benešova, Jírovice, Bystřice, okres Benešov, Střední Čechy, 257 51, Česko",14.67241,Bystřice u Benešova,,
Jihovýchod,49.69632,39.5,Orlen,,,cz,Česko,582 63,#009900,"Benzina, 34, Ždírec nad Doubravou, Nové Ransko, Ždírec nad Doubravou, okres Havlíčkův Brod, Kraj Vysočina, Jihovýchod, 582 63, Česko",15.8033,Ždírec nad Doubravou,před 6 dny,
Střední Morava,49.72241,39.5,Benzina,,,cz,Česko,785 01,#009900,"Orlen, Nádražní, Šternberk, okres Olomouc, Olomoucký kraj, Střední Morava, 785 01, Česko",17.28579,Šternberk,Včera,
,49.25423,0.0,Orlen,,,cz,Česko,342 01,black,"169, Sušice nad Otavou, Chmelná, Sušice, okres Klatovy, Plzeňský kraj, 342 01, Česko",13.55155,Sušice nad Otavou,,
Severozápad,50.31369,38.9,Orlen ,,,cz,Česko,438 01,#009900,"Stop Cafe, Husova, Žatec, okres Louny, Ústecký kraj, Severozápad, 438 01, Česko",13.53277,Žatec,Včera,
Střední Čechy,50.25375,0.0,Orlen ,,,cz,Česko,272 11,black,"Benzina, Kostelecká, Lobkovice, Neratovice, okres Mělník, Střední Čechy, 272 11, Česko",14.52694,Lobkovice,,
Střední Morava,50.0269,0.0,Orlen,,,cz,Česko,788 14,black,"Orlen, Rudé armády, Velké Losiny, okres Šumperk, Olomoucký kraj, Střední Morava, 788 14, Česko",17.03727,Velké Losiny,,
,49.27019,38.5,Orlen,,,cz,Česko,392 01,#999900,"736, Wilsonova, Soběslav Ⅲ, Soběslav, okres Tábor, 392 01, Česko",14.71498,Soběslav Ⅲ,před 7 dny,
,49.13888,0.0,Orlen ,,,cz,Česko,340 04,black,"Stop Cafe, Královácká, Železná Ruda, okres Klatovy, Plzeňský kraj, 340 04, Česko",13.22812,Železná Ruda,,
Severovýchod,50.69895,39.9,PRIM,,,cz,Česko,470 06,#009900,"Orlen, Pražská, Česká Lípa, okres Česká Lípa, Liberecký kraj, Severovýchod, 470 06, Česko",14.54148,Česká Lípa,Dnes,
Severozápad,50.77523,39.5,Orlen,,,cz,Česko,405 01,#009900,"Stop Cafe, 13;62, Zámek, Děčín, okres Děčín, Ústecký kraj, Severozápad, 405 01, Česko",14.2135,Děčín,před 4 dny,
,49.3162,39.5,Benzina,,,cz,Česko,397 01,#999900,"Pražská, Pražské Předměstí, Písek, okres Písek, 397 01, Česko",14.13616,Pražské Předměstí,před 8 dny,
Severozápad,50.50355,0.0,Orlen,,,cz,Česko,435 21,black,"Teplická, Most II, Most, okres Most, Ústecký kraj, Severozápad, 435 21, Česko",13.67416,Most II,,
Střední Morava,49.0764,39.5,Benzina,,,cz,Česko,686 05,#009900,"Orlen - Uherské Hradiště, Sokolovská, Moravníky, Mařatice, Uherské Hradiště, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 686 05, Česko",17.48294,Mařatice,Dnes,
Střední Morava,49.14772,0.0,Benzina,,,cz,Česko,766 01,black,"Benzina - Valašské Klobouky, Cyrilometodějská, Valašské Klobouky, okres Zlín, Zlínský kraj, Střední Morava, 766 01, Česko",18.02206,Valašské Klobouky,,
województwo opolskie,50.45872,0.0,Orlen,,,pl,Polska,48-370,black,"Orlen, 49, Wojska Polskiego, Paczków, gmina Paczków, powiat nyski, województwo opolskie, 48-370, Polska",17.02898,,,
Střední Morava,49.23636,0.0,Benzina,,Zlín,cz,Česko,760 05,black,"Benzina - Zlín, Jižní Svahy, Okružní, Jižní Svahy, Zlín, okres Zlín, Zlínský kraj, Střední Morava, 760 05, Česko",17.66687,Zlín,,
Severovýchod,50.42669,0.0,Orlen,,,cz,Česko,544 01,black,"3160, 17. listopadu, Dvůr Králové nad Labem, okres Trutnov, Královéhradecký kraj, Severovýchod, 544 01, Česko",15.81571,Dvůr Králové nad Labem,,
Severovýchod,49.93723,0.0,Orlen,,,cz,Česko,537 01,black,"Benzina, 828, Obce Ležáků, Chrudim III, Chrudim, okres Chrudim, Pardubický kraj, Severovýchod, 537 01, Česko",15.79539,Chrudim III,,
Jihozápad,48.82505,0.0,Benzina,,,cz,Česko,381 01,black,"Orlen, Budějovická, Přísečná-Domoradice, Český Krumlov, okres Český Krumlov, Jihočeský kraj, Jihozápad, 381 01, Česko",14.33391,,,
Střední Morava,49.77612,0.0,Benzina,,,cz,Česko,789 85,black,"Benzina - Mohelnice, 1. máje, 180/16, 1. máje, Mohelnice, okres Šumperk, Olomoucký kraj, Střední Morava, 789 85, Česko",16.93192,Mohelnice,,
Severovýchod,50.18887,38.5,Orlen,,,cz,Česko,503 46,#009900,"Benzina - Třebechovice pod Orebem, 1397, Týnišťská, Třebechovice pod Orebem, Štěnkov, Třebechovice pod Orebem, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 503 46, Česko",16.00691,Třebechovice pod Orebem,před 4 dny,
,49.72318,0.0,Benzina,,Plzeň,cz,Česko,301 00,black,"Benzina Plzeň, Bory, Dobřanská, Zelený trojúhelník, Plzeň, Plzeň 3, Plzeň, okres Plzeň-město, Plzeňský kraj, 301 00, Česko",13.35431,Plzeň,,Plzeň 3
Střední Čechy,50.03073,37.9,Orlen,,,cz,Česko,252 25,#009900,"Logport, Jinočany, okres Praha-západ, Střední Čechy, 252 25, Česko",14.2798,Jinočany,Předevčírem,
,48.99625,37.9,BENZINA,,České Budějovice,cz,Česko,370 10,#009900,"Retil Park, Generála Píky, České Budějovice 3, České Budějovice, okres České Budějovice, 370 10, Česko",14.49027,České Budějovice 3,před 5 dny,
Střední Morava,49.05874,39.5,Benzina,,,cz,Česko,687 01,#999900,"Benzina - Uherské Hradiště, M. Malinovského, Tř. Maršála Malinovského, Uherské Hradiště, Sady, Uherské Hradiště, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 687 01, Česko",17.46599,Uherské Hradiště,před 9 dny,
Střední Morava,50.24648,0.0,Orlen ,,,cz,Česko,790 81,black,"Orlen, Jesenická, Česká Ves, okres Jeseník, Olomoucký kraj, Střední Morava, 790 81, Česko",17.21388,Česká Ves,,
Střední Morava,49.32519,38.9,Benzina,,,cz,Česko,769 17,#009900,"Palackého, Všetuly, Količín, Holešov, okres Kroměříž, Zlínský kraj, Střední Morava, 769 17, Česko",17.55218,Všetuly,Předevčírem,
Severovýchod,50.13873,42.9,Orlen ,,,cz,Česko,503 26,#999900,"Benzina, D11, Osice, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 503 26, Česko",15.69798,Osice,před 7 dny,
Jihozápad,49.44135,39.9,Benzina,,,cz,Česko,399 01,#999900,"Benzina, Čs. legií, Hajda, Milevsko, okres Písek, Jihočeský kraj, Jihozápad, 399 01, Česko",14.3586,Milevsko,před 7 dny,
Praha,50.01048,0.0,Orlen ,,Hlavní město Praha,cz,Česko,252 43,black,"Brněnská, Újezd u Průhonic, Praha, obvod Praha 4, Hlavní město Praha, Praha, 252 43, Česko",14.54302,Újezd u Průhonic,,obvod Praha 4
Moravskoslezsko,49.76464,0.0,Benzina,,Ostrava,cz,Česko,720 00,black,"Hrabová, D56, Místecká, Hrabová, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 720 00, Česko",18.27274,Hrabová,,
Jihozápad,48.61922,0.0,Orlen,,,cz,Česko,382 73,black,"Stop Cafe, 163, Herbertov, Těchoraz, Vyšší Brod, okres Český Krumlov, Jihočeský kraj, Jihozápad, 382 73, Česko",14.32469,,,
Severovýchod,50.44256,39.9,Orlen,,,cz,Česko,506 01,#009900,"464, M. Koněva, Holínské Předměstí, Jičín, okres Jičín, Královéhradecký kraj, Severovýchod, 506 01, Česko",15.33913,Holínské Předměstí,před 4 dny,
Severovýchod,50.21766,0.0,Orlen,,Hradec Králové,cz,Česko,500 03,black,"Bratří Štefanů, Nad jezem, Slezské Předměstí, Hradec Králové, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 500 03, Česko",15.87768,Slezské Předměstí,,
Severozápad,50.52452,41.9,Orlen,,,cz,Česko,434 06,#009900,"Benzina, Hraniční, Souš, Most II, Most, okres Most, Ústecký kraj, Severozápad, 434 06, Česko",13.63035,Souš,před 4 dny,
Střední Čechy,49.89892,0.0,Orlen,,,cz,Česko,252 03,black,"201, Líšnice, okres Praha-západ, Střední Čechy, 252 03, Česko",14.32048,,,
Severozápad,50.50436,0.0,Orlen,,,cz,Česko,434 01,black,"1415, Teplická, Most II, Most, okres Most, Ústecký kraj, Severozápad, 434 01, Česko",13.67348,Most II,,
Severozápad,50.55721,0.0,Orlen,,,cz,Česko,434 03,black,"27, Záluží u Litvínova, Litvínov, okres Most, Ústecký kraj, Severozápad, 434 03, Česko",13.60157,Záluží u Litvínova,,
Moravskoslezsko,49.77532,0.0,Benzina,,,cz,Česko,742 83,black,"D1, Janovice, Bravantice, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, 742 83, Česko",18.09749,Bravantice,,
Severovýchod,50.14362,39.5,Orlen,,,cz,Česko,517 21,#999900,"1049, Voklik, Týniště nad Orlicí, okres Rychnov nad Kněžnou, Královéhradecký kraj, Severovýchod, 517 21, Česko",16.08893,Týniště nad Orlicí,před 9 dny,
Moravskoslezsko,49.85877,0.0,Benzina,,Ostrava,cz,Česko,725 29,black,"Orlen, Podkovářská, Přívoz, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 725 29, Česko",18.26949,Přívoz,,
Střední Čechy,49.6684,0.0,Orlen,,,cz,Česko,261 01,black,"Stop Cafe, Brodská, Příbram VIII, Příbram, Zdaboř, Příbram, okres Příbram, Střední Čechy, 261 01, Česko",13.99498,Příbram VIII,,
,49.18993,0.0,ORLEN,,Brno,cz,Česko,618 00,black,"1168/19, Olomoucká, Černovice, Brno, okres Brno-město, Jihomoravský kraj, 618 00, Česko",16.63706,Černovice,,
Střední Čechy,50.51576,0.0,Orlen,,,cz,Česko,295 01,black,"Stop Cafe, Víta Nejedlého, Mnichovo Hradiště, okres Mladá Boleslav, Střední Čechy, 295 01, Česko",14.97229,Mnichovo Hradiště,,
Střední Morava,49.32904,0.0,Benzina,,,cz,Česko,755 01,black,"Stop Cafe, Generála Klapálka, Vsetín, okres Vsetín, Zlínský kraj, Střední Morava, 755 01, Česko",18.00139,Vsetín,,
,48.98956,0.0,Benzina,,České Budějovice,cz,Česko,370 11,black,"Stop Cafe, 3, Sídliště Vltava, České Budějovice 2, České Budějovice, okres České Budějovice, 370 11, Česko",14.45919,České Budějovice 2,,
Střední Čechy,49.60909,0.0,OMV,,,cz,Česko,257 68,black,"D1, Dunice, okres Benešov, Střední Čechy, 257 68, Česko",15.15303,Dunice,,
,49.08891,0.0,KM-PRONA,,,cz,Česko,675 51,black,"KM-Prona, Jaroměřice nad Rokytnou, Poděbradova, Jaroměřice nad Rokytnou, okres Třebíč, Kraj Vysočina, 675 51, Česko",15.88843,Jaroměřice nad Rokytnou,,
Praha,50.03198,0.0,EuroOil,,Hlavní město Praha,cz,Česko,147 00,black,"Parkoviště pro sanitky Meditrans, Vrbova, Jiráskova čtvrť, Braník, Praha, obvod Praha 4, Hlavní město Praha, Praha, 147 00, Česko",14.42491,Braník,,obvod Praha 4
Trenčiansky kraj,48.96563,0.0,Avanti,,,sk,Slovensko,018 41,black,"Obrancov mieru, Pri Vlečke I, Dubnica nad Váhom, okres Ilava, Trenčiansky kraj, Západné Slovensko, 018 41, Slovensko",18.17912,Pri Vlečke I,,
województwo śląskie,50.03734,0.0,AUCHAN,,Żory,pl,Polska,44-244,black,"Auchan, Francuska, Zostawa, Śródmieście, Żory, województwo śląskie, 44-244, Polska",18.70272,Śródmieście,,Śródmieście
Jihovýchod,49.40313,0.0,ICOM Transport,,Jihlava,cz,Česko,586 01,black,"ICOM, Jiráskova, Jihlava, okres Jihlava, Kraj Vysočina, Jihovýchod, 586 01, Česko",15.57493,Jihlava,,
,49.40843,0.0,COMETT PLUS,,,cz,Česko,390 34,black,"Comett, Chýnovská, Na kopečku, Tábor, okres Tábor, 390 34, Česko",14.68842,Tábor,,
województwo dolnośląskie,50.82165,0.0,Muller,,,pl,Polska,58-580,black,"Polana Maliszewskiego, Jakuszyce, Szklarska Poręba, powiat karkonoski, województwo dolnośląskie, 58-580, Polska",15.44009,,,
Střední Morava,49.27866,33.9,AVIA,,,cz,Česko,763 16,#999900,"392, Zlínská, Fryšták, okres Zlín, Zlínský kraj, Střední Morava, 763 16, Česko",17.68542,Fryšták,před 9 dny,
Střední Čechy,50.1403,37.5,Cobalt,,,cz,Česko,272 04,#009900,"Cobalt, Rakovnická, Rozdělov, Kladno, okres Kladno, Střední Čechy, 272 04, Česko",14.06469,Rozdělov,Včera,
Střední Morava,49.44676,0.0,Mol,,,cz,Česko,750 02,black,"2887/3, U Hřbitova, Šířava, Přerov, okres Přerov, Olomoucký kraj, Střední Morava, 750 02, Česko",17.46428,Přerov,,
,49.18275,0.0,Japo Autodoprava,,,cz,Česko,664 41,black,"JAPO, Vintrovna, Popůvky u Brna, Popůvky, okres Brno-venkov, Jihomoravský kraj, 664 41, Česko",16.48417,Popůvky u Brna,,
Trenčiansky kraj,48.89495,0.0,Slovnaft,,Trenčín,sk,Slovensko,911 37,black,"Slovnaft, 61, Záblatie, Zámostie, Trenčín, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 911 37, Slovensko",18.00822,Záblatie,,Zámostie
województwo dolnośląskie,50.89817,0.0,Watis,,,pl,Polska,59-920,black,"Watis, 30, Białogórska, Bogatynia, gmina Bogatynia, powiat zgorzelecki, województwo dolnośląskie, 59-920, Polska",14.9533,,,
Jihovýchod,48.84234,0.0,Petrol Station,,,cz,Česko,691 02,black,"1344, Žižkovská, Velké Bílovice, okres Břeclav, Jihomoravský kraj, Jihovýchod, 691 02, Česko",16.90287,Velké Bílovice,,
Jihovýchod,49.14109,33.9,AVIA,,Brno,cz,Česko,619 00,#009900,"Avia Brno, 131, Vídeňská, Přízřenice, Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, 619 00, Česko",16.60365,Přízřenice,Dnes,
Severozápad,50.54649,0.0,F1,,,cz,Česko,431 82,black,"7, Jilmová, Hora Svatého Šebestiána, okres Chomutov, Ústecký kraj, Severozápad, 431 82, Česko",13.22733,Jilmová,,
,49.40726,0.0,AGROPODNIK DOMAŽLICE a.s.,,,cz,Česko,339 01,black,"Klatovy II, Klatovy, okres Klatovy, Plzeňský kraj, 339 01, Česko",13.29797,Klatovy II,,
Jihovýchod,49.55458,0.0,Zdar,,,cz,Česko,591 01,black,"759/4, Jihlavská, Žďár nad Sázavou 1, Město Žďár, Radonín, Žďár nad Sázavou, okres Žďár nad Sázavou, Kraj Vysočina, Jihovýchod, 591 01, Česko",15.94738,Žďár nad Sázavou 1,,
